frame,label,measured,error
66,"(462, 243)","(461, 242)",1.4142135623730951
67,"(462, 243)","(461, 242)",1.4142135623730951
68,"(462, 244)","(461, 242)",2.23606797749979
69,"(462, 244)","(461, 242)",2.23606797749979
70,"(462, 244)","(461, 242)",2.23606797749979
71,"(462, 245)","(461, 243)",2.23606797749979
72,"(462, 245)","(462, 243)",2.0
73,"(462, 245)","(462, 244)",1.0
74,"(462, 244)","(462, 244)",0.0
75,"(463, 244)","(462, 244)",1.0
76,"(463, 244)","(463, 244)",0.0
77,"(463, 243)","(463, 244)",1.0
78,"(463, 242)","(463, 243)",1.0
79,"(463, 242)","(464, 242)",1.0
80,"(464, 241)","(464, 241)",0.0
81,"(463, 240)","(463, 240)",0.0
82,"(463, 239)","(463, 239)",0.0
83,"(463, 238)","(463, 238)",0.0
84,"(463, 238)","(462, 237)",1.4142135623730951
85,"(462, 237)","(462, 236)",1.0
86,"(462, 236)","(461, 236)",1.0
87,"(461, 236)","(460, 235)",1.4142135623730951
88,"(460, 236)","(460, 235)",1.0
89,"(460, 235)","(459, 235)",1.0
90,"(459, 235)","(459, 234)",1.0
91,"(458, 235)","(458, 234)",1.0
92,"(458, 234)","(458, 233)",1.0
93,"(458, 233)","(457, 231)",2.23606797749979
94,"(457, 231)","(456, 228)",3.1622776601683795
95,"(456, 229)","(456, 227)",2.0
96,"(456, 227)","(456, 226)",1.0
97,"(456, 226)","(455, 225)",1.4142135623730951
98,"(456, 224)","(455, 224)",1.0
99,"(455, 223)","(455, 222)",1.0
100,"(455, 222)","(455, 221)",1.0
101,"(455, 220)","(455, 220)",0.0
102,"(456, 219)","(455, 219)",1.0
103,"(456, 218)","(455, 217)",1.4142135623730951
104,"(456, 217)","(456, 216)",1.0
105,"(456, 216)","(456, 215)",1.0
106,"(457, 215)","(456, 214)",1.4142135623730951
107,"(457, 214)","(457, 213)",1.0
108,"(458, 212)","(457, 212)",1.0
109,"(458, 210)","(458, 207)",3.0
110,"(459, 208)","(460, 204)",4.123105625617661
111,"(460, 205)","(460, 203)",2.0
112,"(460, 203)","(460, 202)",1.0
113,"(460, 203)","(461, 202)",1.4142135623730951
114,"(460, 202)","(460, 201)",1.0
115,"(460, 202)","(461, 201)",1.4142135623730951
116,"(460, 202)","(461, 201)",1.4142135623730951
117,"(460, 202)","(460, 201)",1.0
118,"(460, 201)","(460, 200)",1.0
119,"(460, 200)","(460, 199)",1.0
120,"(460, 200)","(460, 199)",1.0
121,"(460, 200)","(460, 199)",1.0
122,"(460, 200)","(459, 199)",1.4142135623730951
123,"(460, 199)","(459, 199)",1.0
124,"(460, 199)","(459, 199)",1.0
125,"(460, 197)","(459, 198)",1.4142135623730951
126,"(460, 195)","(459, 198)",3.1622776601683795
127,"(460, 193)","(460, 194)",1.0
128,"(460, 191)","(461, 190)",1.4142135623730951
129,"(461, 190)","(461, 189)",1.0
130,"(461, 190)","(461, 188)",2.0
131,"(462, 189)","(461, 188)",1.4142135623730951
132,"(462, 188)","(462, 187)",1.0
133,"(462, 188)","(462, 187)",1.0
134,"(463, 188)","(463, 187)",1.0
135,"(463, 188)","(463, 187)",1.0
136,"(464, 188)","(464, 186)",2.0
137,"(464, 187)","(464, 186)",1.0
138,"(464, 186)","(464, 185)",1.0
139,"(465, 186)","(465, 185)",1.0
140,"(465, 186)","(465, 184)",2.0
141,"(465, 185)","(465, 184)",1.0
142,"(466, 184)","(465, 183)",1.4142135623730951
143,"(466, 184)","(466, 183)",1.0
144,"(466, 183)","(466, 182)",1.0
145,"(467, 182)","(466, 181)",1.4142135623730951
146,"(467, 182)","(466, 181)",1.4142135623730951
147,"(467, 182)","(467, 180)",2.0
148,"(467, 181)","(467, 180)",1.0
149,"(467, 181)","(467, 180)",1.0
150,"(468, 182)","(468, 180)",2.0
151,"(468, 182)","(468, 181)",1.0
152,"(468, 182)","(468, 181)",1.0
153,"(468, 182)","(468, 181)",1.0
154,"(468, 182)","(468, 181)",1.0
155,"(469, 182)","(468, 181)",1.4142135623730951
156,"(469, 182)","(469, 181)",1.0
157,"(469, 183)","(469, 182)",1.0
158,"(469, 183)","(469, 182)",1.0
159,"(469, 184)","(469, 183)",1.0
160,"(470, 184)","(469, 183)",1.4142135623730951
161,"(470, 184)","(469, 184)",1.0
162,"(470, 184)","(469, 184)",1.0
163,"(470, 185)","(470, 184)",1.0
164,"(470, 185)","(470, 184)",1.0
165,"(470, 185)","(470, 185)",0.0
166,"(470, 186)","(470, 185)",1.0
167,"(470, 186)","(470, 185)",1.0
168,"(470, 186)","(471, 185)",1.4142135623730951
169,"(471, 186)","(471, 186)",0.0
170,"(471, 186)","(471, 186)",0.0
171,"(472, 186)","(471, 186)",1.0
172,"(472, 186)","(471, 186)",1.0
173,"(472, 187)","(472, 186)",1.0
174,"(472, 187)","(472, 186)",1.0
175,"(472, 187)","(472, 186)",1.0
176,"(472, 187)","(472, 186)",1.0
177,"(473, 187)","(472, 187)",1.0
178,"(473, 188)","(473, 187)",1.0
179,"(473, 188)","(473, 187)",1.0
180,"(474, 188)","(473, 188)",1.0
181,"(474, 188)","(474, 188)",0.0
182,"(474, 188)","(474, 188)",0.0
183,"(475, 188)","(475, 188)",0.0
184,"(476, 188)","(475, 188)",1.0
185,"(476, 189)","(476, 188)",1.0
186,"(477, 189)","(477, 188)",1.0
187,"(478, 189)","(478, 188)",1.0
188,"(479, 189)","(479, 188)",1.0
189,"(481, 190)","(480, 188)",2.23606797749979
190,"(483, 191)","(484, 190)",1.4142135623730951
191,"(485, 192)","(486, 191)",1.4142135623730951
192,"(487, 192)","(487, 191)",1.0
193,"(488, 192)","(488, 191)",1.0
194,"(490, 192)","(490, 191)",1.0
195,"(491, 192)","(491, 191)",1.0
196,"(492, 192)","(492, 192)",0.0
197,"(493, 193)","(493, 192)",1.0
198,"(494, 193)","(494, 193)",0.0
199,"(495, 194)","(494, 193)",1.4142135623730951
200,"(496, 194)","(495, 193)",1.4142135623730951
201,"(496, 194)","(496, 193)",1.0
202,"(497, 194)","(497, 193)",1.0
203,"(498, 194)","(498, 193)",1.0
204,"(498, 194)","(498, 194)",0.0
205,"(499, 195)","(499, 194)",1.0
206,"(500, 195)","(500, 194)",1.0
207,"(500, 195)","(500, 194)",1.0
208,"(500, 196)","(501, 195)",1.4142135623730951
209,"(501, 196)","(502, 195)",1.4142135623730951
210,"(502, 196)","(502, 195)",1.0
211,"(503, 196)","(503, 195)",1.0
212,"(504, 196)","(504, 195)",1.0
213,"(504, 196)","(504, 195)",1.0
214,"(505, 196)","(505, 195)",1.0
215,"(506, 197)","(506, 196)",1.0
216,"(507, 197)","(507, 196)",1.0
217,"(508, 197)","(508, 196)",1.0
218,"(509, 198)","(509, 196)",2.0
219,"(510, 198)","(510, 197)",1.0
220,"(511, 198)","(511, 197)",1.0
221,"(512, 198)","(512, 197)",1.0
222,"(512, 199)","(513, 198)",1.4142135623730951
223,"(513, 199)","(513, 198)",1.0
224,"(514, 200)","(514, 198)",2.0
225,"(515, 200)","(515, 199)",1.0
226,"(516, 200)","(516, 199)",1.0
227,"(517, 201)","(517, 200)",1.0
228,"(518, 202)","(517, 200)",2.23606797749979
229,"(518, 202)","(518, 201)",1.0
230,"(519, 202)","(519, 201)",1.0
231,"(519, 202)","(519, 201)",1.0
232,"(520, 202)","(520, 202)",0.0
233,"(522, 204)","(521, 201)",3.1622776601683795
234,"(523, 205)","(523, 201)",4.0
235,"(525, 206)","(526, 204)",2.23606797749979
236,"(526, 207)","(527, 206)",1.4142135623730951
237,"(526, 208)","(526, 207)",1.0
238,"(526, 209)","(526, 208)",1.0
239,"(526, 210)","(526, 209)",1.0
240,"(526, 212)","(526, 210)",2.0
241,"(525, 212)","(525, 211)",1.0
242,"(525, 213)","(525, 212)",1.0
243,"(525, 213)","(525, 212)",1.0
244,"(524, 214)","(524, 213)",1.0
245,"(524, 214)","(524, 213)",1.0
246,"(523, 215)","(523, 213)",2.0
247,"(523, 216)","(523, 214)",2.0
248,"(522, 216)","(522, 214)",2.0
249,"(522, 216)","(522, 215)",1.0
250,"(521, 216)","(522, 215)",1.4142135623730951
251,"(521, 217)","(521, 215)",2.0
252,"(520, 217)","(521, 216)",1.4142135623730951
253,"(520, 218)","(520, 216)",2.0
254,"(520, 218)","(520, 217)",1.0
255,"(520, 219)","(519, 218)",1.4142135623730951
256,"(520, 220)","(519, 219)",1.4142135623730951
257,"(520, 220)","(520, 219)",1.0
258,"(520, 220)","(520, 219)",1.0
259,"(520, 221)","(520, 220)",1.0
260,"(520, 221)","(520, 220)",1.0
261,"(521, 222)","(521, 220)",2.0
262,"(521, 222)","(521, 220)",2.0
263,"(522, 222)","(522, 221)",1.0
264,"(522, 223)","(523, 221)",2.23606797749979
265,"(523, 223)","(523, 222)",1.0
266,"(524, 224)","(523, 222)",2.23606797749979
267,"(524, 224)","(524, 222)",2.0
268,"(524, 224)","(524, 222)",2.0
269,"(525, 224)","(525, 222)",2.0
270,"(525, 224)","(526, 222)",2.23606797749979
271,"(525, 224)","(526, 222)",2.23606797749979
272,"(526, 224)","(526, 222)",2.0
273,"(526, 224)","(526, 222)",2.0
274,"(526, 224)","(527, 222)",2.23606797749979
275,"(527, 224)","(527, 222)",2.0
276,"(527, 224)","(527, 222)",2.0
277,"(527, 224)","(527, 222)",2.0
278,"(527, 224)","(527, 222)",2.0
279,"(527, 224)","(528, 222)",2.23606797749979
280,"(528, 224)","(528, 223)",1.0
281,"(528, 224)","(528, 223)",1.0
282,"(528, 224)","(528, 223)",1.0
283,"(528, 225)","(528, 223)",2.0
284,"(528, 226)","(528, 224)",2.0
285,"(526, 225)","(527, 224)",1.4142135623730951
286,"(526, 224)","(524, 222)",2.8284271247461903
287,"(524, 224)","(523, 222)",2.23606797749979
288,"(524, 224)","(523, 223)",1.4142135623730951
289,"(524, 224)","(524, 222)",2.0
290,"(524, 224)","(524, 223)",1.0
291,"(524, 225)","(524, 223)",2.0
292,"(524, 225)","(524, 223)",2.0
293,"(524, 225)","(524, 223)",2.0
294,"(524, 225)","(524, 224)",1.0
295,"(525, 225)","(525, 223)",2.0
296,"(525, 225)","(525, 223)",2.0
297,"(525, 225)","(525, 224)",1.0
298,"(525, 225)","(525, 223)",2.0
299,"(525, 225)","(526, 223)",2.23606797749979
300,"(526, 224)","(526, 223)",1.0
301,"(526, 224)","(526, 223)",1.0
302,"(526, 224)","(526, 223)",1.0
303,"(526, 224)","(527, 223)",1.4142135623730951
304,"(526, 224)","(527, 223)",1.4142135623730951
305,"(527, 224)","(527, 223)",1.0
306,"(528, 224)","(528, 223)",1.0
307,"(528, 224)","(528, 223)",1.0
308,"(528, 224)","(528, 223)",1.0
309,"(529, 225)","(529, 223)",2.0
310,"(529, 225)","(529, 223)",2.0
311,"(530, 226)","(530, 224)",2.0
312,"(530, 226)","(530, 224)",2.0
313,"(532, 227)","(534, 227)",2.0
314,"(533, 229)","(536, 229)",3.0
315,"(534, 230)","(536, 230)",2.0
316,"(536, 232)","(536, 230)",2.0
317,"(536, 232)","(536, 231)",1.0
318,"(536, 232)","(537, 231)",1.4142135623730951
319,"(536, 233)","(537, 231)",2.23606797749979
320,"(536, 233)","(537, 232)",1.4142135623730951
321,"(537, 233)","(537, 232)",1.0
322,"(537, 234)","(537, 232)",2.0
323,"(537, 234)","(537, 233)",1.0
324,"(537, 234)","(537, 233)",1.0
325,"(537, 234)","(538, 233)",1.4142135623730951
326,"(537, 234)","(538, 233)",1.4142135623730951
327,"(537, 234)","(538, 233)",1.4142135623730951
328,"(538, 234)","(538, 233)",1.0
329,"(538, 235)","(538, 234)",1.0
330,"(538, 235)","(538, 234)",1.0
331,"(538, 235)","(538, 234)",1.0
332,"(538, 236)","(537, 234)",2.23606797749979
333,"(538, 236)","(538, 235)",1.0
334,"(538, 236)","(537, 235)",1.4142135623730951
335,"(538, 237)","(537, 236)",1.4142135623730951
336,"(538, 237)","(537, 236)",1.4142135623730951
337,"(537, 238)","(537, 237)",1.0
338,"(537, 238)","(537, 237)",1.0
339,"(537, 239)","(537, 238)",1.0
340,"(536, 240)","(537, 238)",2.23606797749979
341,"(535, 241)","(535, 240)",1.0
342,"(534, 242)","(533, 241)",1.4142135623730951
343,"(532, 243)","(530, 243)",2.0
344,"(530, 244)","(530, 243)",1.0
345,"(530, 245)","(530, 244)",1.0
346,"(530, 246)","(529, 245)",1.4142135623730951
347,"(529, 246)","(529, 245)",1.0
348,"(529, 246)","(529, 246)",0.0
349,"(528, 247)","(528, 246)",1.0
350,"(528, 248)","(528, 247)",1.0
351,"(528, 248)","(527, 248)",1.0
352,"(527, 249)","(527, 249)",0.0
353,"(527, 250)","(526, 249)",1.4142135623730951
354,"(526, 250)","(526, 249)",1.0
355,"(526, 251)","(525, 250)",1.4142135623730951
356,"(526, 252)","(525, 251)",1.4142135623730951
357,"(526, 254)","(525, 252)",2.23606797749979
358,"(527, 256)","(525, 253)",3.605551275463989
359,"(527, 258)","(525, 254)",4.47213595499958
360,"(528, 260)","(527, 258)",2.23606797749979
361,"(528, 262)","(529, 262)",1.0
362,"(528, 264)","(528, 262)",2.0
363,"(528, 266)","(527, 264)",2.23606797749979
364,"(528, 268)","(527, 265)",3.1622776601683795
365,"(528, 268)","(527, 266)",2.23606797749979
366,"(527, 269)","(526, 267)",2.23606797749979
367,"(527, 270)","(526, 268)",2.23606797749979
368,"(526, 270)","(525, 269)",1.4142135623730951
369,"(526, 271)",None,None
370,"(526, 272)",None,None
371,"(526, 273)",None,None
372,"(526, 274)",None,None
373,"(525, 275)",None,None
374,"(525, 276)",None,None
375,"(525, 277)",None,None
376,"(524, 278)",None,None
377,"(525, 279)",None,None
378,"(525, 280)",None,None
379,"(525, 282)",None,None
380,"(525, 284)",None,None
381,"(526, 286)",None,None
382,"(526, 288)","(528, 289)",2.23606797749979
383,"(527, 290)",None,None
384,"(528, 292)","(527, 290)",2.23606797749979
385,"(528, 293)","(527, 291)",2.23606797749979
386,"(528, 294)","(526, 292)",2.8284271247461903
387,"(528, 294)","(526, 292)",2.8284271247461903
388,"(528, 295)","(526, 293)",2.8284271247461903
389,"(527, 296)","(526, 294)",2.23606797749979
390,"(527, 296)",None,None
391,"(527, 297)","(526, 295)",2.23606797749979
392,"(527, 298)","(525, 295)",3.605551275463989
393,"(527, 298)","(525, 296)",2.8284271247461903
394,"(527, 298)",None,None
395,"(527, 299)",None,None
396,"(526, 299)","(525, 296)",3.1622776601683795
397,"(528, 299)",None,None
398,"(529, 298)",None,None
399,"(530, 298)",None,None
400,"(532, 298)",None,None
401,"(532, 298)",None,None
402,"(532, 298)",None,None
403,"(532, 298)",None,None
404,"(532, 298)",None,None
405,"(532, 298)",None,None
406,"(532, 298)",None,None
407,"(532, 298)",None,None
408,"(532, 298)","(530, 294)",4.47213595499958
409,"(532, 297)",None,None
410,"(532, 297)",None,None
411,"(532, 297)",None,None
412,"(532, 296)",None,None
413,"(532, 296)",None,None
414,"(532, 296)",None,None
415,"(532, 295)",None,None
416,"(532, 294)",None,None
417,"(532, 294)",None,None
418,"(532, 294)",None,None
419,"(531, 293)",None,None
420,"(531, 293)","(530, 291)",2.23606797749979
421,"(531, 293)",None,None
422,"(530, 292)",None,None
423,"(530, 292)","(529, 290)",2.23606797749979
424,"(530, 292)",None,None
425,"(530, 291)",None,None
426,"(529, 291)","(528, 289)",2.23606797749979
427,"(529, 290)","(528, 288)",2.23606797749979
428,"(528, 290)","(527, 288)",2.23606797749979
429,"(528, 290)","(527, 287)",3.1622776601683795
430,"(528, 289)",None,None
431,"(528, 288)","(526, 287)",2.23606797749979
432,"(528, 288)","(526, 286)",2.8284271247461903
433,"(527, 288)","(526, 286)",2.23606797749979
434,"(526, 287)",None,None
435,"(526, 286)",None,None
436,"(525, 286)",None,None
437,"(524, 286)",None,None
438,"(524, 286)",None,None
439,"(523, 285)",None,None
440,"(522, 285)",None,None
441,"(522, 284)",None,None
442,"(521, 284)",None,None
443,"(521, 283)",None,None
444,"(520, 282)",None,None
445,"(519, 282)",None,None
446,"(518, 281)",None,None
447,"(518, 281)",None,None
448,"(517, 280)",None,None
449,"(516, 279)",None,None
450,"(514, 279)",None,None
451,"(513, 278)",None,None
452,"(512, 278)",None,None
453,"(510, 277)",None,None
454,"(509, 276)","(507, 273)",3.605551275463989
455,"(507, 276)","(506, 273)",3.1622776601683795
456,"(506, 275)","(504, 272)",3.605551275463989
457,"(505, 274)","(503, 271)",3.605551275463989
458,"(503, 273)","(502, 270)",3.1622776601683795
459,"(502, 272)","(500, 270)",2.8284271247461903
460,"(500, 272)","(499, 270)",2.23606797749979
461,"(499, 271)","(497, 269)",2.8284271247461903
462,"(498, 270)","(496, 268)",2.8284271247461903
463,"(496, 269)","(494, 268)",2.23606797749979
464,"(494, 268)","(493, 266)",2.23606797749979
465,"(493, 268)","(492, 265)",3.1622776601683795
466,"(491, 267)","(490, 264)",3.1622776601683795
467,"(490, 266)","(489, 264)",2.23606797749979
468,"(488, 265)","(487, 263)",2.23606797749979
469,"(486, 264)","(484, 261)",3.605551275463989
470,"(484, 262)","(482, 260)",2.8284271247461903
471,"(482, 261)","(481, 259)",2.23606797749979
472,"(480, 260)","(480, 259)",1.0
473,"(476, 258)","(478, 258)",2.0
474,"(472, 256)","(477, 257)",5.0990195135927845
475,"(468, 254)","(475, 255)",7.0710678118654755
476,"(464, 252)","(463, 249)",3.1622776601683795
477,"(462, 250)","(460, 247)",3.605551275463989
478,"(460, 249)","(459, 246)",3.1622776601683795
479,"(458, 247)","(457, 245)",2.23606797749979
480,"(456, 246)","(456, 245)",1.0
481,"(455, 245)","(454, 244)",1.4142135623730951
482,"(453, 244)","(452, 243)",1.4142135623730951
483,"(451, 244)","(450, 242)",2.23606797749979
484,"(449, 243)","(449, 242)",1.0
485,"(447, 242)","(447, 241)",1.0
486,"(445, 241)","(445, 240)",1.0
487,"(443, 240)","(443, 240)",0.0
488,"(441, 239)","(441, 239)",0.0
489,"(439, 238)","(439, 238)",0.0
490,"(436, 238)","(436, 237)",1.0
491,"(434, 237)","(434, 236)",1.0
492,"(432, 236)","(431, 236)",1.0
493,"(429, 236)","(429, 235)",1.0
494,"(427, 235)","(427, 234)",1.0
495,"(424, 234)","(424, 234)",0.0
496,"(422, 234)","(422, 233)",1.0
497,"(420, 233)","(420, 233)",0.0
498,"(418, 232)","(417, 232)",1.0
499,"(416, 232)","(415, 231)",1.4142135623730951
500,"(414, 232)","(413, 231)",1.4142135623730951
501,"(409, 231)","(411, 230)",2.23606797749979
502,"(404, 231)","(409, 230)",5.0990195135927845
503,"(399, 230)","(404, 230)",5.0
504,"(394, 230)","(394, 229)",1.0
505,"(392, 230)","(389, 229)",3.1622776601683795
506,"(390, 229)","(387, 228)",3.1622776601683795
507,"(387, 229)","(386, 228)",1.4142135623730951
508,"(384, 228)","(384, 228)",0.0
509,"(383, 228)","(383, 227)",1.0
510,"(382, 228)","(381, 227)",1.4142135623730951
511,"(381, 227)","(380, 226)",1.4142135623730951
512,"(380, 226)","(379, 225)",1.4142135623730951
513,"(378, 226)","(377, 225)",1.4142135623730951
514,"(377, 226)","(376, 226)",1.0
515,"(376, 226)","(376, 225)",1.0
516,"(375, 226)","(375, 225)",1.0
517,"(374, 225)","(374, 224)",1.0
518,"(374, 225)","(373, 223)",2.23606797749979
519,"(373, 225)","(372, 223)",2.23606797749979
520,"(372, 224)","(371, 223)",1.4142135623730951
521,"(370, 224)","(369, 223)",1.4142135623730951
522,"(369, 224)","(368, 223)",1.4142135623730951
523,"(367, 224)","(366, 222)",2.23606797749979
524,"(366, 224)","(365, 222)",2.23606797749979
525,"(360, 224)","(360, 224)",0.0
526,"(355, 224)","(352, 225)",3.1622776601683795
527,"(350, 225)","(349, 224)",1.4142135623730951
528,"(345, 225)","(345, 224)",1.0
529,"(343, 225)","(344, 223)",2.23606797749979
530,"(342, 225)","(341, 223)",2.23606797749979
531,"(340, 225)","(341, 223)",2.23606797749979
532,"(338, 224)","(340, 223)",2.23606797749979
533,"(337, 224)","(338, 223)",1.4142135623730951
534,"(336, 224)","(336, 223)",1.0
535,"(335, 224)","(337, 223)",2.23606797749979
536,"(334, 224)","(334, 222)",2.0
537,"(333, 223)",None,None
538,"(332, 222)","(332, 221)",1.0
539,"(331, 222)",None,None
540,"(330, 222)",None,None
541,"(329, 222)","(329, 220)",2.0
542,"(328, 222)","(329, 220)",2.23606797749979
543,"(327, 222)","(328, 220)",2.23606797749979
544,"(326, 222)",None,None
545,"(326, 221)","(327, 220)",1.4142135623730951
546,"(325, 221)","(326, 220)",1.4142135623730951
547,"(324, 221)","(326, 219)",2.8284271247461903
548,"(324, 221)","(325, 219)",2.23606797749979
549,"(324, 221)","(325, 219)",2.23606797749979
550,"(324, 221)","(324, 219)",2.0
551,"(323, 221)","(324, 219)",2.23606797749979
552,"(323, 222)","(324, 220)",2.23606797749979
553,"(323, 221)","(324, 219)",2.23606797749979
554,"(323, 221)","(324, 219)",2.23606797749979
555,"(323, 221)","(324, 220)",1.4142135623730951
556,"(323, 221)","(324, 220)",1.4142135623730951
557,"(323, 221)","(324, 220)",1.4142135623730951
558,"(323, 221)","(324, 220)",1.4142135623730951
559,"(323, 221)","(324, 220)",1.4142135623730951
560,"(322, 222)","(324, 220)",2.8284271247461903
561,"(322, 222)","(324, 220)",2.8284271247461903
562,"(322, 222)","(323, 220)",2.23606797749979
563,"(322, 222)","(323, 220)",2.23606797749979
564,"(322, 222)","(323, 220)",2.23606797749979
565,"(322, 222)","(323, 220)",2.23606797749979
566,"(322, 222)","(323, 220)",2.23606797749979
567,"(322, 223)","(322, 221)",2.0
568,"(322, 223)",None,None
569,"(321, 223)",None,None
570,"(321, 222)","(322, 221)",1.4142135623730951
571,"(321, 222)","(323, 220)",2.8284271247461903
572,"(321, 222)","(322, 221)",1.4142135623730951
573,"(321, 222)","(322, 221)",1.4142135623730951
574,"(321, 223)",None,None
575,"(321, 223)","(322, 221)",2.23606797749979
576,"(320, 224)",None,None
577,"(321, 224)","(322, 222)",2.23606797749979
578,"(321, 224)","(322, 221)",3.1622776601683795
579,"(321, 225)","(322, 223)",2.23606797749979
580,"(322, 225)",None,None
581,"(322, 226)",None,None
582,"(322, 226)","(325, 225)",3.1622776601683795
583,"(323, 227)","(325, 225)",2.8284271247461903
584,"(323, 228)",None,None
585,"(323, 229)","(325, 227)",2.8284271247461903
586,"(323, 230)",None,None
587,"(323, 231)",None,None
588,"(323, 232)","(325, 232)",2.0
589,"(322, 238)","(324, 238)",2.0
590,"(320, 243)",None,None
591,"(318, 249)",None,None
592,"(317, 254)","(319, 254)",2.0
593,"(317, 255)",None,None
594,"(316, 256)",None,None
595,"(316, 257)",None,None
596,"(316, 258)",None,None
597,"(316, 258)",None,None
598,"(316, 259)",None,None
599,"(316, 259)",None,None
600,"(316, 260)",None,None
601,"(317, 260)",None,None
602,"(317, 261)",None,None
603,"(317, 261)",None,None
604,"(318, 262)",None,None
605,"(317, 260)",None,None
606,"(317, 259)",None,None
607,"(317, 258)",None,None
608,"(317, 257)",None,None
609,"(317, 257)",None,None
610,"(318, 256)",None,None
611,"(318, 256)",None,None
612,"(318, 256)",None,None
613,"(318, 256)",None,None
614,"(318, 256)",None,None
615,"(318, 256)",None,None
616,"(318, 256)",None,None
617,"(318, 257)",None,None
618,"(318, 257)",None,None
619,"(318, 258)",None,None
620,"(318, 258)",None,None
621,"(318, 258)",None,None
622,"(318, 258)",None,None
623,"(318, 258)",None,None
624,"(318, 258)",None,None
625,"(318, 259)",None,None
626,"(318, 259)",None,None
627,"(318, 260)",None,None
628,"(318, 260)",None,None
629,"(318, 260)",None,None
630,"(318, 260)",None,None
631,"(318, 260)",None,None
632,"(318, 260)",None,None
633,"(319, 260)",None,None
634,"(319, 260)",None,None
635,"(319, 260)",None,None
636,"(320, 260)",None,None
637,"(320, 260)",None,None
638,"(321, 260)",None,None
639,"(322, 260)",None,None
640,"(322, 260)",None,None
641,"(323, 260)",None,None
642,"(324, 260)",None,None
643,"(324, 259)",None,None
644,"(325, 259)",None,None
645,"(326, 259)",None,None
646,"(326, 258)",None,None
647,"(326, 258)",None,None
648,"(327, 258)",None,None
649,"(328, 258)",None,None
650,"(329, 258)",None,None
651,"(330, 258)",None,None
652,"(330, 258)",None,None
653,"(332, 257)",None,None
654,"(333, 257)",None,None
655,"(334, 257)",None,None
656,"(335, 257)",None,None
657,"(336, 257)","(339, 257)",3.0
658,"(338, 257)",None,None
659,"(340, 257)",None,None
660,"(341, 256)",None,None
661,"(343, 257)",None,None
662,"(345, 257)",None,None
663,"(347, 257)",None,None
664,"(350, 257)",None,None
665,"(351, 257)","(351, 257)",0.0
666,"(353, 258)",None,None
667,"(354, 258)","(354, 257)",1.0
668,"(356, 258)",None,None
669,"(358, 258)",None,None
